#List of GP samples." 
#iter	p1	p2	p3	p4	p5	p6	p7	p8	response
1	43.70063579399259	46.319178372800074	49.81177599628835	51.59164412597836	53.44444496368004	50.10951112958086	48.91268955034832	44.19010337937007	2.5646535690446552
2	42.01472078861719	45.00537511533901	48.0	52.5	51.0	49.5	47.0	46.0	3.9549015167494708
